date,description,amount,type,category
2023-03-22,Role pick would low read.,1555.0,credit,Other
2023-03-23,Pass market role.,914.0,credit,Other
2023-03-23,Space this discussion fact.,3735.0,credit,Other
2023-03-23,Participant first moment yet.,1503.0,credit,Other
2023-03-24,Brother let.,-1369.59,debit,Shopping
2023-03-27,Son yourself increase.,2033.0,credit,Investment
2023-03-29,Night point action cut.,-1768.01,debit,Salary
2023-03-30,So film media.,2917.0,credit,Investment
2023-03-31,Box four.,-131.35,debit,Salary
2023-03-31,Pattern ahead compare form full.,-844.28,debit,Utilities
2023-04-01,Something population loss physical.,-1265.2,debit,Entertainment
2023-04-01,Leg sport until argue.,-1978.91,debit,Food & Drink
2023-04-04,North question new.,-964.57,debit,Health & Fitness
2023-04-07,Officer forward trouble.,-1826.23,debit,Health & Fitness
2023-04-08,Wide exactly.,-548.17,debit,Shopping
2023-04-09,Worker phone success number.,740.0,credit,Investment
2023-04-10,Organization ten seem.,-126.6,debit,Travel
2023-04-10,Even beautiful.,-1536.02,debit,Health & Fitness
2023-04-13,Later week democratic few.,-209.27,debit,Utilities
2023-04-15,Size sing tree kitchen.,-1072.04,debit,Travel
2023-04-16,Toward child future low.,-1530.46,debit,Food & Drink
2023-04-20,Simply century the.,-716.06,debit,Shopping
2023-04-20,Day already hold.,-360.44,debit,Utilities
2023-04-21,About usually.,-1828.82,debit,Health & Fitness
2023-04-22,Level animal minute probably.,1664.0,credit,Other
2023-04-22,Officer fine.,-1675.03,debit,Entertainment
2023-04-23,Customer expert mother significant.,-1088.83,debit,Salary
2023-04-24,Chance event address.,1239.0,credit,Investment
2023-04-25,Bill my near even wall.,663.0,credit,Investment
2023-05-02,Each author party full kitchen.,-670.15,debit,Food & Drink
2023-05-02,Likely push.,-688.11,debit,Utilities
2023-05-03,Approach interview condition other.,987.0,credit,Other
2023-05-05,Green forward cup serve speak.,1408.0,credit,Investment
2023-05-05,Nothing behavior sort recognize.,-1921.51,debit,Health & Fitness
2023-05-05,Financial popular short like.,-1176.17,debit,Shopping
2023-05-07,Technology pay tree.,-281.54,debit,Health & Fitness
2023-05-12,Record professor small.,4491.0,credit,Other
2023-05-14,Maintain assume both long.,-1417.29,debit,Utilities
2023-05-14,Should page camera.,-454.24,debit,Health & Fitness
2023-05-14,Stage someone for power.,-762.98,debit,Utilities
2023-05-15,Leave opportunity draw during city.,-263.42,debit,Travel
2023-05-15,At decade really issue.,-1703.01,debit,Shopping
2023-05-16,Skin name door production back.,-372.34,debit,Food & Drink
2023-05-17,Boy other foot best.,-1282.9,debit,Entertainment
2023-05-18,Final image our.,1652.0,credit,Other
2023-05-19,Management produce bed stage.,-483.61,debit,Rent
2023-05-20,Factor past language day theory.,-898.79,debit,Health & Fitness
2023-05-20,Some quickly truth view response.,-1389.42,debit,Entertainment
2023-05-20,Serious produce.,-1276.01,debit,Utilities
2023-05-22,Old particularly.,-1443.62,debit,Rent
2023-05-22,Summer system artist too.,3937.0,credit,Other
2023-05-22,Reflect star.,-991.23,debit,Shopping
2023-05-25,Technology tend.,-211.84,debit,Shopping
2023-05-28,Reduce hour fish him.,-333.69,debit,Entertainment
2023-05-29,Nation production little could.,2915.0,credit,Investment
2023-05-29,Style child young prove.,1357.0,credit,Other
2023-05-30,Author administration.,3575.0,credit,Investment
2023-06-02,Window career case south.,4981.0,credit,Investment
2023-06-03,Us perhaps lawyer interest star.,-682.52,debit,Rent
2023-06-04,Difficult interesting account marriage.,-1411.96,debit,Salary
2023-06-05,Especially unit office almost.,-1218.56,debit,Utilities
2023-06-08,Low happy oil which bag.,-211.5,debit,Food & Drink
2023-06-08,Let back three.,-824.47,debit,Entertainment
2023-06-09,Line score whether.,-1324.59,debit,Travel
2023-06-09,Something fine apply gas sing.,-108.77,debit,Rent
2023-06-10,Mention light safe inside.,-315.64,debit,Salary
2023-06-10,Cold reason our.,-184.38,debit,Shopping
2023-06-13,Employee picture official of prevent.,-407.35,debit,Salary
2023-06-15,Agree machine camera baby six.,2890.0,credit,Investment
2023-06-16,Past every either.,-1689.1,debit,Salary
2023-06-16,Company option character land space.,-947.18,debit,Shopping
2023-06-17,Machine son television.,-191.36,debit,Travel
2023-06-17,Whose other.,-748.33,debit,Utilities
2023-06-19,Sell include himself produce.,-897.09,debit,Utilities
2023-06-21,Official success approach.,-534.17,debit,Salary
2023-06-22,Apply less.,-310.75,debit,Food & Drink
2023-06-22,Live way two.,-180.56,debit,Rent
2023-06-23,Raise hope enjoy most.,-1941.7,debit,Shopping
2023-06-25,Eye something.,-1683.19,debit,Food & Drink
2023-06-25,Which raise american truth.,-1931.6,debit,Shopping
2023-06-25,Particular present evening establish.,-1149.7,debit,Salary
2023-06-26,Pressure hospital significant.,-167.12,debit,Travel
2023-06-30,Side mind question year finish.,-1009.18,debit,Food & Drink
2023-07-01,Story activity.,-249.36,debit,Utilities
2023-07-02,Billion land detail exist cover.,-1898.63,debit,Utilities
2023-07-05,Begin voice prevent structure wear.,2078.0,credit,Investment
2023-07-05,Beat painting heavy.,1141.0,credit,Other
2023-07-06,To receive education.,-411.82,debit,Shopping
2023-07-07,Police two.,-1669.88,debit,Utilities
2023-07-07,Realize property show either.,-183.18,debit,Rent
2023-07-10,Since him four.,-1714.68,debit,Health & Fitness
2023-07-10,Western enough key.,-1575.24,debit,Food & Drink
2023-07-10,Particular condition man.,-233.91,debit,Shopping
2023-07-10,Shoulder despite poor tree resource.,1365.0,credit,Investment
2023-07-11,Authority number.,-1573.63,debit,Rent
2023-07-13,Affect marriage present a.,-1757.01,debit,Health & Fitness
2023-07-15,Entire record toward off.,-1148.33,debit,Salary
2023-07-15,Long identify road speech.,-558.07,debit,Utilities
2023-07-15,Difficult his ready sister building.,817.0,credit,Other
2023-07-15,Four field area young.,-1384.12,debit,Health & Fitness
2023-07-15,Movement which ball least.,2700.0,credit,Other
2023-07-16,Computer always his.,-682.35,debit,Food & Drink
2023-07-17,Receive to piece.,-567.89,debit,Travel
2023-07-18,Be plan same cause.,-1945.27,debit,Rent
2023-07-19,Rest or.,-1948.7,debit,Travel
2023-07-19,As music film move.,-546.15,debit,Health & Fitness
2023-07-20,Already argue.,-383.99,debit,Rent
2023-07-21,Brother southern project learn.,-1484.48,debit,Shopping
2023-07-23,Scientist do author.,-1643.82,debit,Health & Fitness
2023-07-25,President likely truth animal.,-140.58,debit,Utilities
2023-07-26,Common anyone.,-279.94,debit,Shopping
2023-07-27,Lay color.,-355.74,debit,Food & Drink
2023-07-27,Box organization.,-1675.58,debit,Entertainment
2023-07-30,Source international.,-110.61,debit,Salary
2023-08-01,Building range national focus.,-555.22,debit,Entertainment
2023-08-04,Or friend.,-1274.47,debit,Shopping
2023-08-05,Center indeed recent.,2481.0,credit,Investment
2023-08-07,Partner sing administration main according.,-695.06,debit,Health & Fitness
2023-08-07,Just understand american.,-363.39,debit,Salary
2023-08-09,Religious order.,-1500.43,debit,Travel
2023-08-09,Really society live camera.,-64.63,debit,Travel
2023-08-10,Mission include visit.,2313.0,credit,Investment
2023-08-10,Conference matter wear physical site.,-545.48,debit,Entertainment
2023-08-11,Above dog brother morning.,-1730.61,debit,Food & Drink
2023-08-16,Gun seven music despite show.,-953.45,debit,Food & Drink
2023-08-17,Apply both chance.,569.0,credit,Investment
2023-08-17,Computer prove amount population.,-1428.35,debit,Travel
2023-08-21,Itself free source.,-853.38,debit,Travel
2023-08-22,Bit appear.,-923.41,debit,Health & Fitness
2023-08-23,Citizen ahead method.,-1357.62,debit,Travel
2023-08-25,Return or for.,-1173.13,debit,Shopping
2023-08-27,Discover body direction down.,2815.0,credit,Other
2023-08-30,Heart determine likely.,-968.66,debit,Rent
2023-08-30,Three certain.,-1284.78,debit,Travel
2023-08-30,Hold carry rest.,-1315.68,debit,Travel
2023-08-30,Dark camera realize.,-384.84,debit,Travel
2023-09-01,Carry surface learn.,-1800.38,debit,Entertainment
2023-09-01,Detail far church some.,-1324.46,debit,Shopping
2023-09-03,Wife talk beat tax majority.,-1314.25,debit,Food & Drink
2023-09-04,Individual analysis.,-692.9,debit,Entertainment
2023-09-04,Its develop until watch.,-1170.22,debit,Food & Drink
2023-09-04,List leg address into their.,-1814.75,debit,Travel
2023-09-07,Almost most look something.,-1813.99,debit,Salary
2023-09-10,Manager bar send really.,-1692.38,debit,Travel
2023-09-11,Car fast positive.,-594.63,debit,Utilities
2023-09-11,Look fight.,-1453.12,debit,Travel
2023-09-12,Section agency lawyer sign them.,-1894.38,debit,Utilities
2023-09-12,Smile have less.,-452.28,debit,Rent
2023-09-13,Audience throw four allow international.,-846.74,debit,Travel
2023-09-14,War push thousand book half.,-946.37,debit,Rent
2023-09-14,Hand possible relate night.,-949.72,debit,Rent
2023-09-14,My some skin ball thing.,-528.51,debit,Health & Fitness
2023-09-15,Wonder draw box.,3626.0,credit,Investment
2023-09-15,That reflect send set fly.,-117.58,debit,Shopping
2023-09-16,Quite everyone as generation.,-1984.77,debit,Utilities
2023-09-16,Money but report question.,-295.02,debit,Salary
2023-09-21,Later happy pull.,-1560.09,debit,Utilities
2023-09-21,Throughout leader bag.,-633.69,debit,Utilities
2023-09-23,When baby clearly.,2740.0,credit,Other
2023-09-24,Many themselves minute.,-1156.8,debit,Utilities
2023-09-28,Indicate radio use.,1560.0,credit,Investment
2023-09-29,Information scene again country.,-812.75,debit,Shopping
2023-10-03,Strong mind from.,-19.29,debit,Shopping
2023-10-04,Knowledge fight car smile commercial.,-45.65,debit,Entertainment
2023-10-04,Pretty skin main program.,-1900.64,debit,Health & Fitness
2023-10-05,Machine wife show.,2353.0,credit,Investment
2023-10-06,Good lay coach.,-631.06,debit,Health & Fitness
2023-10-08,Expect win stuff realize project.,1868.0,credit,Other
2023-10-08,Draw american first.,2942.0,credit,Investment
2023-10-08,Employee continue none alone.,-1458.39,debit,Salary
2023-10-09,Challenge large wish move.,-872.99,debit,Health & Fitness
2023-10-09,Identify material.,-692.04,debit,Utilities
2023-10-11,Until choose wife national.,-1502.73,debit,Health & Fitness
2023-10-13,Positive far time wide.,656.0,credit,Other
2023-10-14,Son rock two.,-430.27,debit,Utilities
2023-10-14,Rule too.,1508.0,credit,Investment
2023-10-15,Part crime.,-1191.91,debit,Food & Drink
2023-10-15,Bring agent pay detail group.,-756.63,debit,Food & Drink
2023-10-16,Sit short cultural.,661.0,credit,Investment
2023-10-17,Support quality whatever wish hour.,3914.0,credit,Investment
2023-10-17,Owner memory argue project.,-1099.09,debit,Rent
2023-10-27,Respond into history.,-418.93,debit,Utilities
2023-10-27,General final knowledge.,-609.22,debit,Food & Drink
2023-10-29,Democratic thousand.,-1249.37,debit,Travel
2023-10-30,Eye south wife interest.,-1663.0,debit,Shopping
2023-10-30,Structure our century.,2815.0,credit,Investment
2023-11-04,Write moment friend value.,4577.0,credit,Investment
2023-11-05,According police.,2654.0,credit,Investment
2023-11-08,Fight nice less agree able.,-1379.53,debit,Entertainment
2023-11-08,Company left nothing trip.,-722.26,debit,Entertainment
2023-11-08,Strategy face make.,-88.42,debit,Utilities
2023-11-09,What strong line.,-15.45,debit,Entertainment
2023-11-09,Conference trade population agreement.,-1672.11,debit,Rent
2023-11-11,Yes at seat ok.,-1899.4,debit,Utilities
2023-11-11,Than physical live reason.,-1449.89,debit,Rent
2023-11-13,Mention offer suddenly clear.,2393.0,credit,Other
2023-11-14,Floor there career.,-535.61,debit,Travel
2023-11-14,Evening information.,823.0,credit,Investment
2023-11-15,Face morning.,-1605.18,debit,Health & Fitness
2023-11-17,Create physical share out cold.,-199.05,debit,Rent
2023-11-18,Step rate feeling rate.,-29.25,debit,Food & Drink
2023-11-21,Move goal.,3192.0,credit,Investment
2023-11-21,Carry example.,-1910.63,debit,Salary
2023-11-22,Future treat bill choice.,-751.52,debit,Rent
2023-11-23,Somebody next ready.,-807.55,debit,Rent
2023-11-23,Republican reduce sort individual trouble.,-1673.06,debit,Travel
2023-11-26,Stage threat our.,-234.98,debit,Utilities
2023-11-26,Report agreement sport.,-1963.32,debit,Food & Drink
2023-11-26,Type look find.,-1601.8,debit,Salary
2023-11-26,Task central dinner.,-837.9,debit,Rent
2023-11-27,Affect machine.,-1226.6,debit,Health & Fitness
2023-11-27,Candidate bad real.,-370.71,debit,Salary
2023-11-28,Cultural allow.,-971.33,debit,Utilities
2023-11-28,Arrive budget education at property.,-886.97,debit,Shopping
2023-11-29,Turn day top.,601.0,credit,Other
2023-12-05,Ahead certainly second everyone.,-1956.01,debit,Entertainment
2023-12-05,Goal talk sit party.,-1043.01,debit,Health & Fitness
2023-12-06,Attention standard shake more respond.,-871.37,debit,Rent
2023-12-08,Top mr wind.,-698.04,debit,Salary
2023-12-09,Turn surface listen.,-305.82,debit,Shopping
2023-12-09,Pull blue strong wonder.,-33.17,debit,Food & Drink
2023-12-10,Method imagine seven.,-1705.22,debit,Salary
2023-12-11,Letter mind many.,-1505.35,debit,Rent
2023-12-13,News american foreign.,-1940.59,debit,Health & Fitness
2023-12-14,Exist outside find wish.,3601.0,credit,Investment
2023-12-14,Network fact talk.,-166.87,debit,Entertainment
2023-12-18,Thus sort.,-185.16,debit,Salary
2023-12-20,Actually purpose public.,-246.23,debit,Health & Fitness
2023-12-21,Mission put budget house.,-214.26,debit,Food & Drink
2023-12-22,Ask window full.,-1653.56,debit,Food & Drink
2023-12-23,Do interesting material.,-1781.32,debit,Travel
2023-12-25,Event smile popular hundred live.,-1901.21,debit,Salary
2023-12-26,Memory challenge lawyer business.,-1635.01,debit,Food & Drink
2023-12-27,Discuss wall ahead scene.,-1124.7,debit,Health & Fitness
2023-12-29,Question will him quickly.,-1436.15,debit,Salary
2023-12-29,Perform benefit baby.,-236.91,debit,Salary
2023-12-29,Society dark product make.,-14.37,debit,Entertainment
2024-01-02,Gas teacher national weight all.,-1099.9,debit,Travel
2024-01-02,Himself fire heavy.,-101.1,debit,Rent
2024-01-04,Allow news.,3852.0,credit,Investment
2024-01-04,Man care resource.,2036.0,credit,Investment
2024-01-07,Notice make.,2266.0,credit,Other
2024-01-09,Occur live take media hot.,-1436.41,debit,Entertainment
2024-01-09,Wife pay good within fly.,880.0,credit,Other
2024-01-10,And student give score agree.,-1546.57,debit,Rent
2024-01-11,Best generation group goal.,-1928.07,debit,Utilities
2024-01-11,Doctor fine be.,4045.0,credit,Investment
2024-01-11,Boy college mrs.,-1849.5,debit,Salary
2024-01-12,Price institution method inside.,-1386.72,debit,Utilities
2024-01-13,Onto worry help hope.,1348.0,credit,Investment
2024-01-14,Space beyond.,-1013.18,debit,Health & Fitness
2024-01-15,Market specific property coach.,-554.46,debit,Entertainment
2024-01-16,Wide cut player wind.,-911.16,debit,Travel
2024-01-16,Degree enter father of source.,4696.0,credit,Other
2024-01-16,Behind front attack song little.,-1426.63,debit,Health & Fitness
2024-01-17,Somebody prepare few sound.,-409.77,debit,Entertainment
2024-01-19,Material produce station visit environmental.,-1012.75,debit,Utilities
2024-01-19,Table trade various risk art.,-1423.6,debit,Health & Fitness
2024-01-19,Finish increase economy middle public.,-1376.36,debit,Travel
2024-01-19,Thing physical might.,-1962.86,debit,Utilities
2024-01-20,Leg drive second she.,-1169.78,debit,Salary
2024-01-22,Five store ask data.,-1351.74,debit,Shopping
2024-01-23,Statement position either.,-1756.18,debit,Travel
2024-01-24,Draw change agree someone.,-1050.23,debit,Food & Drink
2024-01-25,Magazine yard instead town.,934.0,credit,Investment
2024-01-26,Evening ahead smile.,-541.29,debit,Entertainment
2024-01-26,Compare system white magazine after.,-1369.95,debit,Travel
2024-01-26,Own test too imagine.,2917.0,credit,Investment
2024-01-27,However style.,-723.78,debit,Food & Drink
2024-01-28,Born same usually.,-1487.4,debit,Entertainment
2024-01-30,Wear use edge this draw.,-1026.74,debit,Entertainment
2024-02-01,Forget once hope security.,-1388.94,debit,Travel
2024-02-06,Design blood degree ever.,3674.0,credit,Other
2024-02-07,Television argue mouth.,-1932.01,debit,Health & Fitness
2024-02-07,Nation little east everyone.,2163.0,credit,Other
2024-02-10,Little happy final population.,-1661.67,debit,Salary
2024-02-10,Real small.,-1512.66,debit,Health & Fitness
2024-02-10,Need finally when.,-1554.53,debit,Entertainment
2024-02-14,Movement door kind.,-903.14,debit,Travel
2024-02-14,Until truth feeling view.,-382.08,debit,Rent
2024-02-15,Decision three trouble.,3590.0,credit,Investment
2024-02-16,Smile ever bag single.,2664.0,credit,Other
2024-02-17,Say unit four institution.,546.0,credit,Other
2024-02-19,Recognize media goal.,-89.48,debit,Utilities
2024-02-21,Law agree appear political.,-1549.59,debit,Food & Drink
2024-02-21,Able customer figure.,-986.2,debit,Travel
2024-02-21,Book economic.,-155.03,debit,Health & Fitness
2024-02-22,Rate society floor long same.,-1914.41,debit,Entertainment
2024-02-23,Reach step son.,-837.7,debit,Utilities
2024-02-23,Increase consider.,-705.31,debit,Rent
2024-02-24,Cup red collection husband.,-1993.3,debit,Salary
2024-02-24,Difference way type positive phone.,-668.82,debit,Health & Fitness
2024-02-25,Employee become happy water bring.,-238.3,debit,Food & Drink
2024-02-27,Significant up still management.,-1809.95,debit,Entertainment
2024-02-27,Course technology site.,-1918.2,debit,Entertainment
2024-02-27,High issue deal democratic.,-768.93,debit,Health & Fitness
2024-02-28,Industry impact certainly.,-777.89,debit,Rent
2024-02-29,Dog late eat.,-59.16,debit,Travel
2024-03-02,Beat light the window.,-1033.48,debit,Health & Fitness
2024-03-03,Require remain save.,-97.26,debit,Salary
2024-03-05,Likely great paper.,1871.0,credit,Investment
2024-03-05,Believe arrive.,-647.42,debit,Entertainment
2024-03-06,Provide car throughout american.,-1731.25,debit,Entertainment
2024-03-06,College manage fund.,-419.1,debit,Rent
2024-03-06,Effect people.,-1257.6,debit,Food & Drink
2024-03-07,Bed report item.,-1296.66,debit,Shopping
2024-03-07,Finish without.,-57.27,debit,Utilities
2024-03-08,Security unit executive.,-184.17,debit,Food & Drink
2024-03-11,Stop unit might job close.,1077.0,credit,Other
2024-03-13,New type pm.,-1822.86,debit,Entertainment
2024-03-15,Country approach.,-1264.13,debit,Salary
2024-03-16,Like clear.,-785.11,debit,Food & Drink
2024-03-18,Break time manager kid.,1018.0,credit,Investment
2024-03-26,Leader both rest challenge.,-1404.76,debit,Food & Drink
2024-03-27,Data exist.,2874.0,credit,Investment
2024-03-28,State none production defense your.,-1217.07,debit,Travel
2024-03-29,Short congress turn east marriage.,-769.01,debit,Salary
2024-03-30,Ago race quite hour.,-953.24,debit,Food & Drink
2024-03-30,Child ball store process.,-1496.04,debit,Utilities
2024-04-03,Western order accept wide prevent.,-1920.67,debit,Travel
2024-04-04,Water yourself trade someone.,591.0,credit,Other
2024-04-06,Tell soon executive.,-255.24,debit,Utilities
2024-04-07,Natural own.,4900.0,credit,Other
2024-04-08,Effort drive side human.,-616.34,debit,Rent
2024-04-09,Clear single expect.,-431.36,debit,Health & Fitness
2024-04-09,Fear song save.,-330.3,debit,Utilities
2024-04-10,Environmental outside bed institution.,4996.0,credit,Investment
2024-04-10,Capital program story mention majority.,-396.71,debit,Travel
2024-04-11,Control piece behavior message wind.,-588.4,debit,Rent
2024-04-13,Us money positive.,2117.0,credit,Investment
2024-04-16,Life bad soon.,-1903.56,debit,Salary
2024-04-17,Worker range feel.,-209.09,debit,Entertainment
2024-04-17,Into notice necessary true message.,-642.39,debit,Entertainment
2024-04-17,Including let result spend.,-1389.98,debit,Travel
2024-04-18,One shoulder administration.,3091.0,credit,Other
2024-04-20,Skill successful and.,-19.62,debit,Utilities
2024-04-21,Finish right serious.,-1427.28,debit,Entertainment
2024-04-22,Space game truth special decision.,-1681.82,debit,Travel
2024-04-23,Else pull its adult house.,4431.0,credit,Other
2024-04-25,Pretty least if.,-1551.79,debit,Health & Fitness
2024-04-26,Peace wind guess.,-359.78,debit,Rent
2024-04-26,Because career course.,-1718.84,debit,Travel
2024-04-30,Teacher decide possible.,2656.0,credit,Investment
2024-05-02,Success teach mrs beat.,-1457.58,debit,Rent
2024-05-03,Listen against coach.,-1627.16,debit,Food & Drink
2024-05-04,White likely teacher one.,-1813.54,debit,Entertainment
2024-05-04,Notice street anything.,-1311.28,debit,Salary
2024-05-05,Piece require.,2329.0,credit,Other
2024-05-05,Say other never fact.,-276.42,debit,Travel
2024-05-14,Main opportunity particularly question.,-799.6,debit,Rent
2024-05-15,Research month instead.,-1697.48,debit,Entertainment
2024-05-17,As throughout individual list manager.,-1516.84,debit,Utilities
2024-05-20,Recently again explain court.,1967.0,credit,Investment
2024-05-22,Discussion detail training fund.,-1474.48,debit,Utilities
2024-05-23,Third rich hospital.,-90.44,debit,Health & Fitness
2024-05-25,Somebody son suddenly perform.,-135.09,debit,Entertainment
2024-05-26,Project can.,-1340.49,debit,Food & Drink
2024-05-27,Paper beyond indeed.,-782.31,debit,Health & Fitness
2024-05-27,Doctor news yourself.,-89.41,debit,Food & Drink
2024-05-31,Ground city still.,-1410.44,debit,Rent
2024-06-01,Southern front.,-1671.4,debit,Travel
2024-06-02,Dinner no main year size.,-759.55,debit,Utilities
2024-06-02,Environment character real middle prove.,-1038.16,debit,Rent
2024-06-03,Sometimes while sense window.,-1037.58,debit,Entertainment
2024-06-04,Among black picture that treat.,-978.85,debit,Health & Fitness
2024-06-06,Remain seven marriage.,-1008.66,debit,Food & Drink
2024-06-07,Positive free case.,2384.0,credit,Investment
2024-06-09,Wide shoulder according strong.,2232.0,credit,Other
2024-06-10,Expert commercial entire resource.,3467.0,credit,Investment
2024-06-12,Picture early send morning.,-1325.61,debit,Rent
2024-06-13,Soon including important.,-1443.31,debit,Health & Fitness
2024-06-13,Some gun ahead certainly act.,-963.25,debit,Salary
2024-06-14,Be fire.,-54.67,debit,Shopping
2024-06-15,Article service produce political.,1603.0,credit,Investment
2024-06-16,Within woman.,-1782.69,debit,Food & Drink
2024-06-17,Information though red.,2615.0,credit,Investment
2024-06-21,Training account evidence month.,-1202.72,debit,Shopping
2024-06-21,Land day name small.,-1758.23,debit,Food & Drink
2024-06-22,Thought sit identify culture.,-1895.04,debit,Travel
2024-06-23,Already free.,-1735.93,debit,Salary
2024-06-23,Yeah exist behavior necessary miss.,1669.0,credit,Other
2024-06-23,Agreement someone.,-1250.19,debit,Utilities
2024-06-23,Strategy fight institution.,-1451.13,debit,Utilities
2024-06-23,Rule success.,-1197.1,debit,Salary
2024-07-01,Medical buy series walk large.,3657.0,credit,Other
2024-07-05,Law work.,2157.0,credit,Investment
2024-07-06,Research visit program suddenly doctor.,-1654.76,debit,Shopping
2024-07-07,Project spring of.,-956.98,debit,Utilities
2024-07-07,Mind easy foreign old.,-1756.73,debit,Food & Drink
2024-07-07,Better republican stock bank.,-195.45,debit,Rent
2024-07-07,Thousand live land hard.,-1794.97,debit,Food & Drink
2024-07-13,Open million house enough.,-1048.87,debit,Shopping
2024-07-13,You ready way rule.,-1398.31,debit,Food & Drink
2024-07-16,Certain camera represent.,-1581.22,debit,Salary
2024-07-20,Tell brother defense list second.,-856.72,debit,Rent
2024-07-21,Tv budget system book.,-1821.07,debit,Entertainment
2024-07-22,Face mission brother figure hear.,2611.0,credit,Other
2024-07-23,Democratic standard major.,3572.0,credit,Investment
2024-07-23,Agreement central six instead.,4780.0,credit,Investment
2024-07-25,Give that individual of not.,-823.6,debit,Health & Fitness
2024-07-26,Little result paper seven.,2577.0,credit,Other
2024-07-26,Seven project chance road.,-1133.69,debit,Shopping
2024-07-26,Professor important do house must.,-1512.39,debit,Shopping
2024-07-26,Position tend religious.,-365.65,debit,Salary
2024-07-27,Someone religious night buy nice.,-515.02,debit,Salary
2024-07-27,My serious whatever miss seek.,-1550.65,debit,Health & Fitness
2024-07-27,Build view.,-1711.45,debit,Utilities
2024-07-28,Ever day.,-898.72,debit,Entertainment
2024-07-28,Be move fly open.,-209.55,debit,Utilities
2024-07-29,Eight bed fill.,-1610.7,debit,Food & Drink
2024-07-29,Future congress.,-1603.7,debit,Health & Fitness
2024-07-29,Fish either boy between collection.,-329.87,debit,Food & Drink
2024-07-30,Arrive which consider.,-1852.46,debit,Salary
2024-07-30,Hope floor include.,-533.55,debit,Rent
2024-08-01,Heart still building.,-1451.74,debit,Food & Drink
2024-08-02,Sell only manage.,-1231.79,debit,Shopping
2024-08-02,We especially five network.,-1891.97,debit,Food & Drink
2024-08-03,Ahead plant trial affect.,-883.55,debit,Salary
2024-08-03,Push east never size fight.,-397.55,debit,Travel
2024-08-08,Base player data whose.,-1234.23,debit,Entertainment
2024-08-09,World site mr interest treatment.,-486.12,debit,Health & Fitness
2024-08-11,A let.,1211.0,credit,Investment
2024-08-14,A value lot.,-712.72,debit,Shopping
2024-08-14,Yourself successful defense subject.,-1040.31,debit,Entertainment
2024-08-14,Claim move.,-1839.16,debit,Rent
2024-08-15,Bed recognize store.,-701.48,debit,Health & Fitness
2024-08-22,There decision measure.,-1216.66,debit,Entertainment
2024-08-23,Play woman remain event.,538.0,credit,Other
2024-08-25,Decision where foreign trial.,-1017.41,debit,Shopping
2024-08-25,Participant above.,-686.53,debit,Travel
2024-08-25,Including time reflect.,4906.0,credit,Other
2024-08-27,Good spend still.,-1542.23,debit,Salary
2024-08-27,Ball theory prepare much throughout.,-1391.44,debit,Travel
2024-08-28,Concern should recent across.,-1366.37,debit,Salary
2024-08-28,View know develop after.,-969.12,debit,Food & Drink
2024-08-28,Course staff personal space.,-1270.99,debit,Shopping
2024-08-30,Woman whose already.,-1602.32,debit,Entertainment
2024-09-01,Decide cultural start how thank.,-1037.84,debit,Health & Fitness
2024-09-02,Management necessary process not.,2533.0,credit,Other
2024-09-05,Pass quite third ability interview.,3396.0,credit,Other
2024-09-05,Assume campaign assume.,-1350.66,debit,Shopping
2024-09-05,Talk thing rock ever summer.,-1113.56,debit,Rent
2024-09-05,Item yet ever quite.,-373.74,debit,Travel
2024-09-06,Guess service this different.,-1003.01,debit,Entertainment
2024-09-07,Mother first hot free.,2674.0,credit,Investment
2024-09-08,Wrong difficult.,-1671.53,debit,Entertainment
2024-09-10,True culture.,-320.43,debit,Health & Fitness
2024-09-13,As personal agreement.,4535.0,credit,Investment
2024-09-15,Or phone.,-1697.54,debit,Food & Drink
2024-09-16,East list when.,-989.76,debit,Health & Fitness
2024-09-17,Mind door authority outside.,-986.7,debit,Travel
2024-09-17,Personal often.,-801.78,debit,Travel
2024-09-17,True help.,-117.75,debit,Utilities
2024-09-18,Artist sort area.,-1879.91,debit,Salary
2024-09-21,Big argue.,3725.0,credit,Other
2024-09-22,Sure i pay.,-919.82,debit,Utilities
2024-09-23,Ten skin perhaps.,3085.0,credit,Other
2024-09-24,Less into per big.,-1351.47,debit,Food & Drink
2024-09-25,Military onto blue activity.,-657.62,debit,Rent
2024-09-26,Smile cover of pm eight.,-382.43,debit,Travel
2024-09-26,Right know during someone.,-947.98,debit,Travel
2024-09-27,Find job where.,-375.99,debit,Health & Fitness
2024-09-27,On must certainly.,-1404.42,debit,Shopping
2024-10-01,Owner fact wife.,-566.46,debit,Shopping
2024-10-01,Price certain down standard nice.,2372.0,credit,Investment
2024-10-02,Gas with policy cut.,-1610.13,debit,Travel
2024-10-02,Country little reality level.,-400.17,debit,Shopping
2024-10-03,Not friend federal forget bit.,-951.24,debit,Utilities
2024-10-04,Lose shoulder spring.,4486.0,credit,Other
2024-10-04,Detail about development discover.,4592.0,credit,Other
2024-10-07,Hundred step according.,-802.82,debit,Food & Drink
2024-10-08,Group never.,-438.78,debit,Food & Drink
2024-10-09,Key place tree.,-905.21,debit,Rent
2024-10-10,Wish current.,-727.01,debit,Health & Fitness
2024-10-10,Despite energy company.,-694.84,debit,Travel
2024-10-11,Condition again successful.,-1736.06,debit,Health & Fitness
2024-10-12,Story case.,-1157.94,debit,Entertainment
2024-10-15,Very figure drive special.,-1958.95,debit,Utilities
